iter	RMSE
136	43042.61023
137	43023.09076
138	42955.57291
139	42897.60138
140	42852.22687
141	42804.73875
142	42766.67462
143	42715.02124
144	42682.77142
145	42644.75671
146	42637.21291
147	42590.85814
148	42551.92184
149	42532.34631
150	42459.1148
151	42417.41555
152	42374.45189
153	42325.48118
154	42270.8966
155	42244.59463
156	42105.84825
157	42082.43752
158	42040.22732
159	41991.70311
160	41954.88976
161	41919.64033
162	41850.14369
163	41802.42204
164	41778.00518
165	41771.80049
166	41712.87933
167	41694.69475
168	41588.14106
169	41512.95048
170	41475.10795
171	41420.59954
172	41385.86641
173	41355.34188
174	41269.51215
175	41222.66803
176	41169.10708
177	41128.54387
178	41089.83783
179	41058.55126
180	41003.50677
181	40967.33239
182	40912.9219
183	40883.3117
184	40824.12175
185	40782.72358
186	40752.38616
187	40718.95985
188	40666.57597
189	40633.42509
190	40586.77713
191	40533.89674
192	40498.33745
193	40469.86355
194	40433.46149
195	40411.32595
196	40376.19879
197	40348.87717
198	40324.58454
199	40287.78376
200	40265.007
201	40248.87207
202	40219.16393
203	40165.64749
204	40098.28207
205	40069.06112
206	40030.7927
207	39999.72403
208	39900.8763
209	39803.9257
210	39781.41095
211	39755.60222
212	39735.90964
213	39682.34088
214	39662.42878
215	39647.65131
216	39631.29918
217	39606.07179
218	39560.42762
219	39546.06301
220	39520.96499
221	39442.86748
222	39367.58363
223	39296.73275
224	39215.74964
225	39106.45751
226	39074.46649
227	39031.56005
228	39004.67667
229	38964.75902
230	38930.54418
231	38873.53323
232	38833.58575
233	38808.94884
234	38778.14685
235	38705.63084
236	38657.18307
237	38630.8995
238	38604.35737
239	38569.51072
240	38549.33702
241	38523.5543
242	38487.71847
243	38471.92498
244	38401.43205
245	38375.8203
246	38319.94982
247	38304.45469
248	38252.37813
249	38233.75603
250	38215.66062
251	38171.30548
252	38139.68709
253	38101.32276
254	38083.9118
255	38052.98942
256	38001.27586
257	37970.05473
258	37920.46846
259	37907.32489
260	37879.14432
261	37856.04097
262	37833.63422
263	37764.7435
264	37750.39765
265	37736.19059
266	37723.91183
267	37684.65248
268	37670.85534
269	37578.05907
270	37529.19128
271	37506.85945
272	37481.12581
273	37468.43445
274	37453.67751
275	37434.3184
276	37395.48417
277	37368.51417
278	37279.69239
279	37235.98489
280	37201.85428
281	37164.15177
282	37151.51396
283	37131.00336
284	37118.49798
285	37079.24328
286	37020.20259
287	37006.78413
288	36992.63063
289	36971.66105
290	36952.28316
291	36920.28574
292	36897.67617
293	36863.98298
294	36837.13961
295	36732.22864
296	36717.4666
297	36704.7245
298	36692.14395
299	36680.79109
300	36668.25716
301	36633.43309
302	36615.47596
303	36588.87957
304	36486.72897
305	36389.03696
306	36358.80326
307	36346.47106
308	36328.6479
309	36315.60852
310	36268.34268
311	36229.63269
312	36200.52166
313	36190.4197
314	36161.47675
315	36142.78985
316	36130.7067
317	36112.91933
318	36096.56653
319	36006.28347
320	35996.53456
321	35988.25772
322	35958.55545
323	35868.7027
324	35839.65252
325	35757.22671
326	35740.39828
327	35718.1517
328	35688.72161
329	35660.58864
330	35651.36002
331	35636.52674
332	35623.14455
333	35595.26169
334	35575.53614
335	35554.63488
336	35524.74673
337	35489.49829
338	35479.7115
339	35444.73918
340	35427.91555
341	35347.07984
342	35311.60664
343	35288.85109
344	35241.96486
345	35220.18588
346	35177.06357
347	35124.46202
348	35099.73252
349	35078.74679
350	35053.57143
351	35041.64454
352	35030.51024
353	35003.26575
354	34993.85499
355	34981.42911
356	34972.00863
357	34928.30209
358	34915.28074
359	34836.07399
360	34762.34062
361	34741.50926
362	34708.6151
363	34699.08
364	34689.57732
365	34668.40191
366	34660.99171
367	34650.69381
368	34626.91972
369	34599.5166
370	34575.72315
371	34552.09659
372	34529.4774
373	34509.80127
374	34494.48764
375	34475.55078
376	34456.11714
377	34449.12229
378	34416.82911
379	34341.84133
380	34335.54519
381	34301.65023
382	34294.79212
383	34227.28905
384	34206.43683
385	34184.89719
386	34177.18952
387	34153.15581
388	34146.53461
389	34138.10195
390	34129.46472
391	34116.97475
392	34108.56319
393	34074.09016
394	34053.75061
395	34034.2252
396	34004.25916
397	33996.7081
398	33981.59879
399	33956.66787
400	33892.61476
401	33873.92763
402	33845.14665
403	33826.74409
404	33812.38206
405	33804.26136
406	33788.8109
407	33775.8273
408	33754.72479
409	33723.55148
410	33705.4063
411	33698.31877
412	33680.8912
413	33637.78527
414	33631.25565
415	33605.51512
416	33573.43096
417	33566.37075
418	33559.33134
419	33522.98902
420	33508.15585
421	33493.72595
422	33483.90369
423	33475.35359
424	33468.78925
425	33464.14593
426	33445.78414
427	33426.04164
428	33417.51809
429	33400.95166
430	33394.29357
431	33386.4245
432	33377.22582
433	33337.56012
434	33331.61597
435	33325.23603
436	33306.39087
437	33294.5978
438	33277.10133
439	33256.36734
440	33233.03678
441	33212.67698
442	33204.47228
443	33151.52865
444	33131.76044
445	33119.17481
446	33103.06811
447	33097.6076
448	33092.32375
449	33081.84998
450	33072.54244
451	33051.22707
452	33038.55563
453	33028.84889
454	33015.55851
455	33010.92732
456	32955.86461
457	32912.75993
458	32897.60869
459	32891.25717
460	32882.1445
461	32873.96645
462	32865.03642
463	32861.53423
464	32836.95765
465	32826.85321
466	32818.03511
467	32810.73942
468	32803.22832
469	32793.88937
470	32775.75871
471	32768.76655
472	32750.88101
473	32726.7978
474	32702.33514
475	32686.95501
476	32678.89012
477	32662.75821
478	32655.81173
479	32604.01035
480	32594.99098
481	32588.58957
482	32581.98489
483	32572.43892
484	32568.66709
485	32557.34809
486	32509.70974
487	32501.92595
488	32478.9487
489	32459.75984
490	32415.07129
491	32407.31374
492	32393.42944
493	32387.82955
494	32369.01828
495	32354.55987
496	32339.866
497	32333.29975
498	32318.98882
499	32310.89434
500	32290.2494
501	32282.17715
502	32275.21157
503	32267.29879
504	32249.59227
505	32234.70092
506	32223.57061
507	32203.84017
508	32195.73687
509	32189.45825
510	32176.85339
511	32133.98781
512	32112.90485
513	32098.74178
514	32094.23712
515	32081.49857
516	32062.21676
517	32055.15476
518	32048.15233
519	32041.94282
520	32027.50315
521	32014.37745
522	32007.4334
523	31967.87499
524	31956.16838
525	31922.10267
526	31902.89754
527	31870.50276
528	31864.74987
529	31848.32271
530	31835.21324
531	31829.31784
532	31821.11367
533	31816.33821
534	31794.33374
535	31789.47356
536	31784.29876
537	31767.47849
538	31747.98506
539	31742.04101
540	31734.45323
541	31717.83783
542	31709.47925
543	31701.67213
544	31697.73389
545	31686.08043
546	31680.46855
547	31676.99164
548	31666.21482
549	31637.65423
550	31626.40242
551	31616.97314
552	31585.59341
553	31570.09105
554	31565.05284
555	31560.75404
556	31533.92556
557	31499.2839
558	31483.05069
559	31467.28523
560	31457.08813
561	31440.83217
562	31436.04812
563	31421.75141
564	31420.25329
565	31399.09527
566	31395.81305
567	31387.43857
568	31379.99647
569	31375.37771
570	31368.72943
571	31362.41361
572	31356.4612
573	31330.94024
574	31315.57378
575	31311.36404
576	31302.20634
577	31273.95021
578	31272.92845
579	31263.47757
580	31256.02692
581	31249.90109
582	31239.90502
583	31221.59265
584	31205.82972
585	31184.38428
586	31179.06563
587	31176.87827
588	31169.0154
589	31157.33956
590	31140.46042
591	31130.78257
592	31122.46529
593	31116.73627
594	31102.02916
595	31089.54338
596	31084.14598
597	31072.89208
598	31065.901
599	31062.68352
600	31059.2527
601	31052.64399
602	31035.5655
603	31030.73524
604	31023.1061
605	31009.29319
606	31000.92555
607	30990.23688
608	30986.36328
609	30972.18049
610	30959.44521
611	30955.40433
612	30942.70931
613	30938.77748
614	30925.98841
615	30920.02254
616	30911.11168
617	30909.42474
618	30905.59391
619	30901.99043
620	30895.04239
621	30889.14256
622	30882.14592
623	30878.62576
624	30876.40612
625	30864.17534
626	30853.69746
627	30843.36465
628	30838.80074
629	30830.81551
630	30820.12482
631	30815.26196
632	30795.21629
633	30771.81142
634	30763.36694
635	30750.75262
636	30740.46903
637	30735.18231
638	30727.83573
639	30721.26229
640	30710.70656
641	30697.6237
642	30695.22263
643	30690.41987
644	30679.10829
645	30662.74722
646	30657.95669
647	30651.80274
648	30649.49269
649	30634.10703
650	30630.92341
651	30624.11829
652	30618.18317
653	30610.14928
654	30601.114
655	30563.37556
656	30538.56608
657	30527.37264
658	30524.68814
659	30511.25518
660	30508.02194
661	30498.96522
662	30495.12347
663	30478.43598
664	30467.08065
665	30455.73507
666	30436.96676
667	30421.34393
668	30415.60958
669	30413.10766
670	30409.45641
671	30406.31348
672	30401.63046
673	30395.26486
674	30388.00308
675	30384.08481
676	30375.44527
677	30366.50881
678	30359.73397
679	30352.52922
680	30349.85678
681	30338.21586
682	30332.60068
683	30324.95225
684	30316.51855
685	30312.73841
686	30298.6573
687	30295.97983
688	30288.66589
689	30280.80924
690	30272.51042
691	30267.53988
692	30262.38466
693	30253.47793
694	30245.72533
695	30235.00785
696	30229.49166
697	30226.41207
698	30222.39319
699	30217.91475
700	30213.90986
701	30204.40154
702	30201.57691
703	30197.26401
704	30194.46812
705	30185.8376
706	30183.04885
707	30174.16976
708	30165.02884
709	30160.1552
710	30147.10694
711	30136.67903
712	30132.11808
713	30125.68349
714	30120.19838
715	30112.73219
716	30108.69518
717	30100.34868
718	30095.05862
719	30087.41155
720	30079.3177
721	30075.73554
722	30056.87932
723	30042.49592
724	30038.73047
725	30033.66213
726	30028.41424
727	30025.59562
728	30022.77529
729	30018.63501
730	30016.60275
731	30013.94016
732	30011.66995
733	30008.21723
734	30001.18476
735	29992.23332
736	29988.0042
737	29984.25119
738	29977.51088
739	29973.45055
740	29966.95906
741	29961.98332
742	29957.43309
743	29952.83662
744	29950.0741
745	29944.5715
746	29936.19687
747	29932.3199
748	29928.20932
749	29926.145
750	29921.94537
751	29917.17424
752	29908.47156
753	29903.48138
754	29900.77741
755	29899.08238
756	29893.40931
757	29886.05592
758	29879.21213
759	29876.42092
760	29869.66147
761	29865.28638
762	29856.89838
763	29852.68847
764	29851.20159
765	29834.01708
766	29827.90912
767	29823.78864
768	29819.26964
769	29813.22779
770	29805.76117
771	29800.01014
772	29797.62448
773	29794.79723
774	29790.55491
775	29789.42717
776	29782.65942
777	29779.9332
778	29777.89782
779	29772.39059
780	29762.6822
781	29750.77703
782	29745.38278
783	29741.91494
784	29733.22801
785	29726.67886
786	29724.02196
787	29720.57383
788	29684.15685
789	29681.15813
790	29679.17194
791	29676.94066
792	29674.87219
793	29662.82452
794	29661.30547
795	29658.38426
796	29654.54494
797	29642.10194
798	29637.10287
799	29632.79277
800	29624.58349
801	29618.57171
802	29614.57828
803	29609.43228
804	29608.23176
805	29604.20871
806	29599.99634
807	29596.51002
808	29593.07633
809	29591.9435
810	29587.23574
811	29574.57493
812	29561.41912
813	29559.47391
814	29551.48786
815	29549.34611
816	29543.76513
817	29536.66741
818	29533.14829
819	29528.53909
820	29527.26945
821	29524.48551
822	29520.62022
823	29514.82242
824	29513.24738
825	29484.49692
826	29481.74765
827	29474.58705
828	29472.58701
829	29468.39246
830	29454.47683
831	29451.47404
832	29446.17418
833	29433.10581
834	29424.63219
835	29418.91074
836	29415.50037
837	29404.18514
838	29390.71351
839	29372.44218
840	29364.53974
841	29362.22023
842	29346.79176
843	29325.68879
844	29320.96328
845	29310.85435
846	29307.5902
847	29302.15452
848	29298.96104
849	29287.79808
850	29282.36127
851	29245.01445
852	29244.30422
853	29240.15326
854	29237.85766
855	29200.48397
856	29195.93039
857	29194.67224
858	29190.88327
859	29187.33252
860	29183.19036
861	29177.04337
862	29158.03057
863	29152.15123
864	29147.79723
865	29144.11874
866	29138.87443
867	29136.78857
868	29134.18671
869	29133.11084
870	29127.89286
871	29125.18017
872	29120.6367
873	29117.36544
874	29110.07361
875	29103.88309
876	29099.83968
877	29092.93298
878	29089.95353
879	29084.8026
880	29082.50753
881	29077.64514
882	29074.2065
883	29071.22611
884	29065.59876
885	29059.33883
886	29058.44191
887	29057.59876
888	29056.09941
889	29053.00045
890	29051.28531
891	29048.95894
892	29042.50661
893	29040.04106
894	29017.78627
895	29011.75911
896	29007.52809
897	29003.43907
898	29000.10202
899	28997.65681
900	28990.93105
901	28990.25104
902	28987.68656
903	28984.0696
904	28980.26888
905	28978.29488
906	28973.0362
907	28970.27225
908	28965.31697
909	28960.31586
910	28959.34991
911	28955.74446
912	28952.32536
913	28948.23301
914	28942.52537
915	28940.09021
916	28937.64028
917	28922.97838
918	28920.53736
919	28918.2321
920	28910.92387
921	28907.55083
922	28903.85954
923	28900.01284
924	28897.66298
925	28895.30832
926	28891.83734
927	28888.73451
928	28870.67778
929	28868.49435
930	28866.56333
931	28865.62585
932	28854.24887
933	28847.61456
934	28845.68942
935	28826.55642
936	28819.74407
937	28818.40703
938	28812.78563
939	28811.58489
940	28809.50098
941	28797.47635
942	28795.00856
943	28783.28801
944	28778.30395
945	28759.74429
946	28757.89903
947	28756.70675
948	28753.69205
949	28752.05042
950	28747.24281
951	28746.64708
952	28740.76336
953	28737.1287
954	28724.04586
955	28718.7393
956	28715.45406
957	28713.5605
958	28710.47715
959	28707.88325
960	28695.8158
961	28663.4838
962	28660.65707
963	28658.1264
964	28655.68955
965	28654.62349
966	28652.75377
967	28650.92106
968	28645.5066
969	28639.91343
970	28635.11988
971	28634.0587
972	28629.14879
973	28625.33885
974	28620.68093
975	28617.4828
976	28613.74482
977	28609.40576
978	28603.35477
979	28572.29375
980	28571.88112
981	28569.62998
982	28565.17047
983	28557.64048
984	28554.22182
985	28553.36467
986	28521.66821
987	28519.82743
988	28510.56006
989	28506.88655
990	28497.65013
991	28493.78172
992	28491.71971
993	28491.19776
994	28487.08055
995	28486.01929
996	28481.95474
997	28478.00451
998	28476.72581
999	28472.51303
