iter	RMSE
598	35060.22862
599	35050.55152
600	35047.44022
601	35041.73591
602	35036.56257
603	35025.80812
604	35011.5905
605	34998.5633
606	34993.48727
607	34984.57747
608	34976.4716
609	34966.7081
610	34955.51304
611	34950.63379
612	34919.77208
613	34904.3786
614	34875.78263
615	34858.78973
616	34853.01373
617	34840.33258
618	34835.85127
619	34824.20686
620	34819.64431
621	34809.62389
622	34793.59263
623	34776.9338
624	34763.11008
625	34748.79617
626	34731.35868
627	34726.50057
628	34724.44412
629	34712.4583
630	34690.13452
631	34688.22332
632	34677.09769
633	34662.61588
634	34650.25577
635	34639.43586
636	34626.29156
637	34617.89725
638	34615.12177
639	34602.58718
640	34591.58397
641	34584.15269
642	34579.35784
643	34569.86308
644	34565.58523
645	34555.83625
646	34551.48615
647	34545.15417
648	34534.20765
649	34521.8934
650	34519.58004
651	34512.15752
652	34502.61964
653	34499.62364
654	34499.04985
655	34485.39186
656	34478.07769
657	34465.81189
658	34453.86936
659	34443.01636
660	34433.00642
661	34430.64618
662	34429.59823
663	34420.02523
664	34417.48492
665	34412.97225
666	34401.02476
667	34397.69051
668	34392.68675
669	34379.49313
670	34370.06022
671	34367.55142
672	34354.6196
673	34342.12248
674	34339.92425
675	34335.26388
676	34332.69981
677	34322.87259
678	34311.73079
679	34301.90022
680	34294.1197
681	34284.73847
682	34273.8929
683	34271.52865
684	34266.73959
685	34263.09743
686	34253.02625
687	34242.93363
688	34233.94919
689	34224.09812
690	34222.2216
691	34214.63662
692	34206.90195
693	34197.76542
694	34192.2503
695	34181.95934
696	34175.59411
697	34170.95409
698	34163.89225
699	34155.51265
700	34151.34264
701	34138.33557
702	34127.92129
703	34115.12878
704	34110.68575
705	34108.6764
706	34100.91043
707	34065.31238
708	34053.8699
709	34047.34241
710	34040.61629
711	34039.12546
712	34030.45149
713	34029.03715
714	34024.21713
715	33998.00347
716	33993.00815
717	33980.59418
718	33972.33396
719	33964.54777
720	33958.03043
721	33954.86643
722	33953.10693
723	33944.76785
724	33938.452
725	33912.35818
726	33902.40373
727	33893.93595
728	33888.12623
729	33884.14466
730	33876.60414
731	33875.16851
732	33869.96654
733	33862.05483
734	33856.78837
735	33851.68235
736	33844.32626
737	33841.88666
738	33817.1992
739	33813.32304
740	33807.53869
741	33783.66434
742	33781.13552
743	33775.7851
744	33759.71476
745	33753.00546
746	33739.69487
747	33731.95657
748	33726.78729
749	33721.87915
750	33717.64752
751	33713.78007
752	33707.24262
753	33698.63019
754	33692.03634
755	33687.56495
756	33677.00717
757	33675.29742
758	33669.13095
759	33655.31636
760	33648.82589
761	33634.7134
762	33627.3847
763	33622.45887
764	33614.30641
765	33607.1007
766	33598.19011
767	33584.32287
768	33582.55261
769	33572.43843
770	33569.41357
771	33564.10415
772	33559.45789
773	33552.61451
774	33548.42848
775	33535.42521
776	33524.36051
777	33515.72086
778	33507.47912
779	33496.6802
780	33488.2477
781	33479.97209
782	33462.27247
783	33451.9533
784	33441.26228
785	33432.24698
786	33430.37849
787	33423.56608
788	33417.93939
789	33415.86962
790	33410.28932
791	33406.03064
792	33398.22473
793	33385.77553
794	33371.70678
795	33370.27387
796	33358.59483
797	33354.3762
798	33346.7928
799	33341.04179
800	33335.55344
801	33327.6275
802	33323.37474
803	33302.54029
804	33292.60748
805	33288.2756
806	33281.9741
807	33257.51822
808	33253.32963
809	33247.72624
810	33237.92732
811	33231.25262
812	33225.32456
813	33205.64957
814	33200.87438
815	33196.55176
816	33194.9561
817	33192.62762
818	33186.85674
819	33184.47157
820	33178.85439
821	33172.51217
822	33160.41681
823	33153.22824
824	33142.50789
825	33139.38576
826	33132.67881
827	33125.15319
828	33122.48149
829	33120.7513
830	33114.65868
831	33108.26944
832	33100.07469
833	33092.45642
834	33085.71563
835	33084.58371
836	33082.38164
837	33077.05226
838	33072.43954
839	33071.35114
840	33066.82131
841	33061.66262
842	33056.83682
843	33047.44716
844	33042.99448
845	33039.6656
846	33038.10444
847	33031.80209
848	33018.21709
849	33006.58314
850	33001.28147
851	32995.29528
852	32986.59545
853	32974.01975
854	32966.82694
855	32964.11158
856	32958.80171
857	32954.96094
858	32952.27406
859	32932.54137
860	32921.52266
861	32920.13093
862	32915.37331
863	32904.5915
864	32900.33949
865	32894.85057
866	32887.62477
867	32879.24398
868	32874.69335
869	32867.95761
870	32865.96927
871	32861.40113
872	32858.0813
873	32848.60834
874	32845.08235
875	32838.47583
876	32833.02963
877	32828.12653
878	32823.75362
879	32821.13285
880	32818.97104
881	32808.56225
882	32806.80354
883	32795.76114
884	32789.94103
885	32779.65731
886	32772.81322
887	32766.66752
888	32765.6494
889	32760.27444
890	32754.39936
891	32752.1777
892	32747.43556
893	32746.04085
894	32740.37615
895	32734.77374
896	32724.99855
897	32714.61559
898	32709.13388
899	32702.39623
900	32699.0409
901	32695.43634
902	32687.65062
903	32681.57723
904	32678.54874
905	32673.19832
906	32671.92084
907	32664.27626
908	32654.17002
909	32643.50663
910	32635.6212
911	32632.52317
912	32629.25821
913	32625.87776
914	32620.40845
915	32619.11046
916	32614.53992
917	32609.15563
918	32606.61361
919	32598.95556
920	32595.60794
921	32593.20207
922	32582.63815
923	32574.50217
924	32572.43243
925	32569.17369
926	32562.37049
927	32559.44012
928	32555.50364
929	32551.15243
930	32546.00207
931	32538.79938
932	32535.66979
933	32519.54186
934	32515.93067
935	32506.05393
936	32502.71981
937	32499.18623
938	32495.45777
939	32492.0623
940	32487.31658
941	32485.76326
942	32472.38739
943	32468.53686
944	32460.21743
945	32455.43999
946	32449.06467
947	32443.49751
948	32437.41984
949	32432.4318
950	32428.92967
951	32422.90513
952	32416.56945
953	32411.49077
954	32401.14884
955	32399.49863
956	32396.92467
957	32391.88743
958	32387.99373
959	32384.67807
960	32378.78798
961	32361.48717
962	32356.1005
963	32351.06398
964	32347.09992
965	32336.50155
966	32331.25244
967	32330.08892
968	32326.61978
969	32324.64726
970	32321.16191
971	32316.90838
972	32315.89503
973	32314.76974
974	32312.14484
975	32307.78304
976	32306.61446
977	32303.55679
978	32299.43278
979	32295.1261
980	32290.92539
981	32289.19322
982	32284.52818
983	32280.90836
984	32279.8399
985	32278.25865
986	32274.25394
987	32269.84071
988	32263.5274
989	32258.56966
990	32257.55583
991	32256.66373
992	32253.63813
993	32250.87022
994	32241.18263
995	32239.96785
996	32234.66536
997	32232.97915
998	32228.81499
999	32223.18942
